name,address,gender,furnished,parking_area,kitchen_room,wifi,guest_room,laundry,rooftop,description,room_index,room_name,room_size,room_info,room_facilities,room_price
AA 187 Bandung,"Jl. Astana Anyar No.187, RT 002/007, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat",Kost Campur,Fully Furnished,No,Yes,Yes,No,No,No,"Buat kamu yang harus ngekost di Bandung, nggak perlu pusing lagi! Ada AA 187 Bandung dengan fasilitas lengkap. Apalagi harganya bersahabat karena tagihan bulanan termasuk listrik sehingga nggak bikin kantong jebol saat harus merantau.Kamar di kost Bandung ini sudah berfurnitur lengkap dengan TV dan Wi-Fi, serta pilihan kamar mandi dalam atau di luar kamar. Kamu juga bisa menggunakan area komunal, dapur bersama, hingga lahan parkir. Keamanan terjamin karena ada CCTV, sementara fasilitas laundry memungkinkan kamu beristirahat optimal.Lokasi AA 187 Bandung sangat dekat ke fasilitas publik maupun kampus ternama di Bandung. Hanya 6 menit berkendara saja untuk mencari Universitas Pasundan dan RS Immanuel Bandung, lho. Mau healing atau rekreasi pun mudah karena kamu cuma butuh 5 menit menuju Alun-Alun Kota Bandung atau Lapangan Tegallega.Butuh belanja harian atau bulanan? Di sekitar kost Bandung ini ada minimarket dan cukup dekat ke mal maupun pasar, seperti Pasar Anyar yang bisa dicapai 1 menit berjalan kaki. Mencapai Pasar Baru hanya butuh 9 menit berkendara, sementara Kings Shopping Centre cukup 10 menit saja.Yang harus di-highlight lagi adalah kemudahan mendapatkan kuliner di kost Astana Anyar Bandung ini. Dengan berjalan kaki, nih, kamu sudah bisa menemukan AA Bistik, Batagor Haji Yunus, Seoltang Indonesia, hingga Seblak Syahrini. Lengkap banget!Jangan sampai kamu kalah cepat untuk mendapatkan kamar incaranmu di AA 187 Bandung. Ayo, booking sekarang!Cari kost lain di Bandung",1,Pocket Single A,"Luas kamar: 6,60m2","1 Tempat tidur (100x200) 1 orang, Termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja, Sprei, TV",Rp 1.100.000/bulan
AA 187 Bandung,"Jl. Astana Anyar No.187, RT 002/007, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat",Kost Campur,Fully Furnished,No,Yes,Yes,No,No,No,"Buat kamu yang harus ngekost di Bandung, nggak perlu pusing lagi! Ada AA 187 Bandung dengan fasilitas lengkap. Apalagi harganya bersahabat karena tagihan bulanan termasuk listrik sehingga nggak bikin kantong jebol saat harus merantau.Kamar di kost Bandung ini sudah berfurnitur lengkap dengan TV dan Wi-Fi, serta pilihan kamar mandi dalam atau di luar kamar. Kamu juga bisa menggunakan area komunal, dapur bersama, hingga lahan parkir. Keamanan terjamin karena ada CCTV, sementara fasilitas laundry memungkinkan kamu beristirahat optimal.Lokasi AA 187 Bandung sangat dekat ke fasilitas publik maupun kampus ternama di Bandung. Hanya 6 menit berkendara saja untuk mencari Universitas Pasundan dan RS Immanuel Bandung, lho. Mau healing atau rekreasi pun mudah karena kamu cuma butuh 5 menit menuju Alun-Alun Kota Bandung atau Lapangan Tegallega.Butuh belanja harian atau bulanan? Di sekitar kost Bandung ini ada minimarket dan cukup dekat ke mal maupun pasar, seperti Pasar Anyar yang bisa dicapai 1 menit berjalan kaki. Mencapai Pasar Baru hanya butuh 9 menit berkendara, sementara Kings Shopping Centre cukup 10 menit saja.Yang harus di-highlight lagi adalah kemudahan mendapatkan kuliner di kost Astana Anyar Bandung ini. Dengan berjalan kaki, nih, kamu sudah bisa menemukan AA Bistik, Batagor Haji Yunus, Seoltang Indonesia, hingga Seblak Syahrini. Lengkap banget!Jangan sampai kamu kalah cepat untuk mendapatkan kamar incaranmu di AA 187 Bandung. Ayo, booking sekarang!Cari kost lain di Bandung",2,Compact Single B,"Luas kamar: 9,40m2","1 Tempat tidur (100x200) 1 orang, Termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja, Sprei, TV",Rp 1.600.000/bulan
Burger 16 Dipatiukur Bandung,"Jl. Burung Gereja No.16, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133, Indonesia",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Mahasiswa UNPAD bisa dapat kost coliving eksklusif di Dipatiukur Bandung yang dekat kampusmu, lho. Ya, Burger 16 Dipatiukur Bandung hanya 850 meter atau 3 menit berkendara. Mau jalan kaki? Cuma 8 menit saja!Kost eksklusif di Bandung ini juga strategis ke ITB, yaitu 8 menit. Buat pekerja kantoran pun aksesnya mudah untuk menuju area perkantoran di sekitar Jalan Merdeka bahkan area Braga. Jaraknya nggak lebih dari 15 menit, kok.Butuh tempat nongkrong atau belanja? Ada Kopi Ucok, Ichiyo Ramen, Bandung Indah Plaza, hingga Paskal Food Market yang bisa dicapai tidak lebih dari 16 menit berkendara.Burger 16 Dipatiukur Bandung menyediakan kamar dengan Wi-Fi dan kamar mandi dalam berpemanas air. Nggak ketinggalan fasilitas area komunal, dapur bersama, dan parkir motor yang menambah kenyamananmu tinggal di kost eksklusif Bandung ini.Asyiknya lagi, tagihan bulanan kost coliving eksklusif di Dipatiukur Bandung ini sudah termasuk listrik. Komplet! Cukup bawa koper isi pakaian kamu bisa langsung pindah, yuk, booking sekarang.Cari kost di Bandung",0,Compact Single A,"Luas kamar: 7,6m2","1 Tempat tidur (90 x 200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air",Lemari,Rp 1.400.000/bulan
Burger 16 Dipatiukur Bandung,"Jl. Burung Gereja No.16, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133, Indonesia",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Mahasiswa UNPAD bisa dapat kost coliving eksklusif di Dipatiukur Bandung yang dekat kampusmu, lho. Ya, Burger 16 Dipatiukur Bandung hanya 850 meter atau 3 menit berkendara. Mau jalan kaki? Cuma 8 menit saja!Kost eksklusif di Bandung ini juga strategis ke ITB, yaitu 8 menit. Buat pekerja kantoran pun aksesnya mudah untuk menuju area perkantoran di sekitar Jalan Merdeka bahkan area Braga. Jaraknya nggak lebih dari 15 menit, kok.Butuh tempat nongkrong atau belanja? Ada Kopi Ucok, Ichiyo Ramen, Bandung Indah Plaza, hingga Paskal Food Market yang bisa dicapai tidak lebih dari 16 menit berkendara.Burger 16 Dipatiukur Bandung menyediakan kamar dengan Wi-Fi dan kamar mandi dalam berpemanas air. Nggak ketinggalan fasilitas area komunal, dapur bersama, dan parkir motor yang menambah kenyamananmu tinggal di kost eksklusif Bandung ini.Asyiknya lagi, tagihan bulanan kost coliving eksklusif di Dipatiukur Bandung ini sudah termasuk listrik. Komplet! Cukup bawa koper isi pakaian kamu bisa langsung pindah, yuk, booking sekarang.Cari kost di Bandung",1,Compact Single B,"Luas kamar: 9,6m2","1 Tempat tidur (90 x 200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air",Lemari,Rp 1.550.000/bulan
Kost Tamansari 33 56 Coblong Bandung,"Jl. Tamansari No.33/56, RT.004/RW.007, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Kost Putra,Not Fully Furnished,No,No,No,No,No,No,"Kost Putra Tamansari CoblongKost 3 lantai dengan kamar 12, kamar mandi berbagi300 meter ke kampus ITB Ganesha Bandung dan dekat ke UNPAD Dipati UkurLokasi strategis dan hemat transportasi, banyak tempat makan murah meriha di sekitarSudah termasuk Listrik, Air dan WIFIKasur spring bed, lemar pakaian, bantal, meja, kursi setiap kamarnya",0,Standard,"Luas kamar: 7,5m2","1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi luar","Kursi, Lemari, Meja",Rp 850.000/bulan
Saung BambuMuda,Jl. Manteron No. 26 RT/RW 04/08 Kel. Sukaluyu Kec. Cibeunying Kaler Kota Bandung Provinsi Jawa Barat,Kost Putri,Not Fully Furnished,No,No,No,No,No,No,"Kos 2 lantai berlokasi strategis tengah Kota Bandung dekat Itenas, Unwim Kampus Pahlawan, STIE Ekuitas, Pascasarjana Univ Sangga Buana YPKP, Unisba Kampus Sukaluyu, LP3I Polytechnic Bandung, 6 menit ke Badan Geologi, 8 menit ke Gedung Sate, 15 menit ke ITB. Dekat RS Santo Yusup, RSKG Ny. R.A. Habibie, TMP Cikutra, GOR C-Tra Arena, terjangkau mini market, warung makan, atm, 3 menit ke Toko Organis, Griya Pahlawan, Borma CikutraKamar mandi bersama pancuran air panas, toilet duduk dengan bidet. Dapur bersama dengan kompor gas, kulkas, rice cooker, peralatan masak. Parkiran motor dan sepeda gratis, parkiran mobil berbayar.",0,Haur,Luas kamar: 12m2,"1 Tempat tidur (90x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi luar","Kursi, Lemari, Meja",Rp 1.375.000/bulan
Kost Andalan Cisitu Lama Coblong Bandung,"Gg. Cisitu Lama III No.68a, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Kost Andalan Terdiri dari dua lantai. Terletak dekat kampsu UNPAD, UNPAR, ITB.Lokasi di Cisitu Lama masuk dari cisitu lama II atau IV.Kamar bawah ada 2 Kamar atas ada 4.Kamar yang memiliki kamar mandi di dalam hanya 1 di atas, sisanya kamar mandi luar (ada 2 kamar mandi luar luas).Parkiran tersedia dan dipasang CCTV untuk depan kamar dan halaman.",0,Kamar Mandi Luar,Luas kamar: 12m2,"0 Tempat tidur (0) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi luar","Kursi, Lemari, Meja",Rp 550.000/bulan
Kost Andalan Cisitu Lama Coblong Bandung,"Gg. Cisitu Lama III No.68a, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Kost Andalan Terdiri dari dua lantai. Terletak dekat kampsu UNPAD, UNPAR, ITB.Lokasi di Cisitu Lama masuk dari cisitu lama II atau IV.Kamar bawah ada 2 Kamar atas ada 4.Kamar yang memiliki kamar mandi di dalam hanya 1 di atas, sisanya kamar mandi luar (ada 2 kamar mandi luar luas).Parkiran tersedia dan dipasang CCTV untuk depan kamar dan halaman.",1,Kamar Mandi Dalam,Luas kamar: 16m2,"0 Tempat tidur (0) 1 orang, Tidak termasuk listrik, Terdapat Balkon, Jendela kearah luar, Kamar mandi dalam, Shower","Kursi, Lemari, Meja",Rp 750.000/bulan
Kos Bersih dan Aman,"Jl. DR. Slamet No.2, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131, Indonesia",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Bangunan kokoh dan terawat, lingkungan bersih dan elit, keamanan dan kenyamanan terjaga baik.",0,Kamar Standard,Luas kamar: 9m2,"1 Tempat tidur (120x200) 1 orang, Termasuk listrik, Terdapat Balkon, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.500.000/bulan
Kos Bersih dan Aman,"Jl. DR. Slamet No.2, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131, Indonesia",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Bangunan kokoh dan terawat, lingkungan bersih dan elit, keamanan dan kenyamanan terjaga baik.",1,Kamar AC,Luas kamar: 12m2,"1 Tempat tidur (120x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 1.700.000/bulan
Wisma Rina Rini,"Gg. Karyamas No.7, Pelindung Hewan, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40243",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Standar,Luas kamar: 10m2,"1 Tempat tidur (160x200) 2 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower",Meja,Rp 1.300.000/bulan
Anita Kost,"Ciumbuleuit, Gg. Bukit Sastra No.139D, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Kostan dekat dengan Unpar, ITB, Yogya",0,Tipe 1,Luas kamar: 12m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam","Lemari, Meja",Rp 1.000.000/bulan
Anita Kost,"Ciumbuleuit, Gg. Bukit Sastra No.139D, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Kostan dekat dengan Unpar, ITB, Yogya",1,Tipe 2,Luas kamar: 12m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam","Kursi, Lemari, Meja",Rp 1.000.000/bulan
Kost L-1 Coblong,"Jl. Sangkuriang Blok L-1, Dago, Kecamatan Coblong, Kota Bandung 40135",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Kamar Inside View,Luas kamar: 9m2,"1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja",Rp 1.600.000/bulan
Kost 32 Cisitu Lama IX,"Jl. Cisitu Lama IX No.32, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standar Room,Luas kamar: 9m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam","Kursi, Lemari, Meja",Rp 1.300.000/bulan
Kost Santa,"JL Terusan Setraria 2 Kav 33, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,Luas kamar: 12m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.500.000/bulan
Kost CT 15,"Jl. Cipedes Tengah No.15, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Tipe A,Luas kamar: 8m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Kamar mandi dalam, Shower",Lemari,Rp 1.200.000/bulan
Kost JK Sukajadi,"Jl. Cipedes Tengah No.134 H, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Kamar Lt Atas (KM Dalam),Luas kamar: 12m2,"1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","AC, Kursi, Lemari, Meja",Rp 1.450.000/bulan
Kost Fortune House,"Jln Sukamulya indah I no 7, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Tipe A,Luas kamar: 12m2,"1 Tempat tidur (90x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja, Sprei",Rp 1.800.000/bulan
Kost Graha Setiabudi,"Jl. Dr. Setiabudi No.80A, RT.03/RW.04, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Suite AC,Luas kamar: 12m2,"2 Tempat tidur (90x200) 2 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Meja, Sprei",Rp 3.800.000/bulan
Kost Kuldesak,"Jl. Cipedes Tengah No. 138A Sukagalih, Sukajadi, Kota Bandung 40163",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Kamar Tipe A,Luas kamar: 10m2,"1 Tempat tidur (160x200) 2 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","AC, Lemari, Meja, TV",Rp 2.500.000/bulan
Kost Kuldesak,"Jl. Cipedes Tengah No. 138A Sukagalih, Sukajadi, Kota Bandung 40163",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,,1,Kamar Tipe B,Luas kamar: 9m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Kamar mandi dalam, Shower, Pemanas air","AC, Lemari, Meja",Rp 2.100.000/bulan
Kost Enin Dago Asri,"Jl. Dago Asri III J4, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Kamar AC,Luas kamar: 12m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.300.000/bulan
Kost Putri Adelia,"Jl. Dago Asri III/J7, Dago, COblong, Kota Bandung 40135",Kost Putri,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Tipe A,Luas kamar: 12m2,"1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.600.000/bulan
Kost Putri Kanayakan 18,"Jl. Kanayakan Baru No.18, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,,0,Reguler,Luas kamar: 9m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam","Lemari, Meja",Rp 1.650.000/bulan
Kost Khusus Putri Zahra Coblong Bandung,"Jl. Kanayakan Blk. A No.35, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia",Kost Putri,Not Fully Furnished,No,Yes,Yes,No,No,No,,0,Standard Room,Luas kamar: 10m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.700.000/bulan
Kost Muslimah Kosasi,"Jl Villa Asri Selatan IV no F22 Sukapada, Cibeunying Kidul Bandung",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Kost Muslimah yang terdiri dari 5 kamar, dengan fasilitas tempat tidur, lemari dan meja kerja. Terdapat ruang tamu yg luas, dapur dan dua kamar mandi. Berlokasi di dalam perumahan Bumi Asri III, Jl Villa Asri Selatan IV No F22, yang tenang dan nyaman. Akses jalan bisa dilewati mobil. Tersedia parkiran motor. Terdiri dari 5 kamar, dengan range harga 600-800rb, tergantung ukuran. silahkan konfirmasi ke wa 081283604435. Dekat dengan Universitas Widyatama Bandung. Harga sewa sudah termasuk listrik.",0,Single 1,Luas kamar: 9m2,"1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Terdapat Balkon, Kamar mandi luar","Kursi, Lemari, Meja",Rp 600.000/bulan
Kost Muslimah Kosasi,"Jl Villa Asri Selatan IV no F22 Sukapada, Cibeunying Kidul Bandung",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Kost Muslimah yang terdiri dari 5 kamar, dengan fasilitas tempat tidur, lemari dan meja kerja. Terdapat ruang tamu yg luas, dapur dan dua kamar mandi. Berlokasi di dalam perumahan Bumi Asri III, Jl Villa Asri Selatan IV No F22, yang tenang dan nyaman. Akses jalan bisa dilewati mobil. Tersedia parkiran motor. Terdiri dari 5 kamar, dengan range harga 600-800rb, tergantung ukuran. silahkan konfirmasi ke wa 081283604435. Dekat dengan Universitas Widyatama Bandung. Harga sewa sudah termasuk listrik.",1,Single 2,Luas kamar: 12m2,"1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Terdapat Balkon, Jendela kearah luar, Kamar mandi luar","Kursi, Lemari, Meja",Rp 700.000/bulan
Kost Muslimah Kosasi,"Jl Villa Asri Selatan IV no F22 Sukapada, Cibeunying Kidul Bandung",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Kost Muslimah yang terdiri dari 5 kamar, dengan fasilitas tempat tidur, lemari dan meja kerja. Terdapat ruang tamu yg luas, dapur dan dua kamar mandi. Berlokasi di dalam perumahan Bumi Asri III, Jl Villa Asri Selatan IV No F22, yang tenang dan nyaman. Akses jalan bisa dilewati mobil. Tersedia parkiran motor. Terdiri dari 5 kamar, dengan range harga 600-800rb, tergantung ukuran. silahkan konfirmasi ke wa 081283604435. Dekat dengan Universitas Widyatama Bandung. Harga sewa sudah termasuk listrik.",2,Single 3,Luas kamar: 16m2,"1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Terdapat Balkon, Jendela kearah luar, Kamar mandi luar","Kursi, Lemari, Meja",Rp 800.000/bulan
Kost Wine,"Jl. Situsari VII No.26, RW.09, Cijagra, Kec. Lengkong, Kota Bandung, Jawa Barat 40265, Indonesia",Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,Fasilitas:– Spring bed ukuran single 120×200– Kamar mandi dalam (kloset duduk + water heater menggunakan gas LPG)– Lemari pakaian– Meja & Kursi belajar– Wifi,0,Standard,Luas kamar: 9m2,"1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Pemanas air","Kursi, Lemari, Meja",Rp 1.500.000/bulan
Kost Terusan Cikendi,Jalan Terusan Cikendi 1B Rt 5 Rw 9 Kelurahan Hegarmanah Kecamatan Cidadap . Bandung,Kost Putri,Not Fully Furnished,No,Yes,Yes,No,No,No,"Kost eksklusif khusus putri, bangunan baru, lokasi strategis dekat dengan Unpar, supermarket, cafe.Kampus UNPAR 2 Km (5 menit), 800 m via jalan Cikendi.Toko Setiabudi 1 Km (3 menit)Ciwalk 4 Km (10 menit)Lingkungan aman dan tenang hanya tersedia 9 kamar.Kamar beragam ukuran +/- 3x3mFasilitas kamar: Kasur, lemari, dan meja belajar.Kamar mandi (shower dan closet duduk) di luarDapur bersama.Parkiran motor.Harga perbulan Rp 700.000 – Rp 1.000.000.Silakan janjian untuk melihat kamar.",0,Kamar Atas,Luas kamar: 12m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi luar","Kursi, Lemari, Meja",Rp 1.000.000/bulan
Kost Terusan Cikendi,Jalan Terusan Cikendi 1B Rt 5 Rw 9 Kelurahan Hegarmanah Kecamatan Cidadap . Bandung,Kost Putri,Not Fully Furnished,No,Yes,Yes,No,No,No,"Kost eksklusif khusus putri, bangunan baru, lokasi strategis dekat dengan Unpar, supermarket, cafe.Kampus UNPAR 2 Km (5 menit), 800 m via jalan Cikendi.Toko Setiabudi 1 Km (3 menit)Ciwalk 4 Km (10 menit)Lingkungan aman dan tenang hanya tersedia 9 kamar.Kamar beragam ukuran +/- 3x3mFasilitas kamar: Kasur, lemari, dan meja belajar.Kamar mandi (shower dan closet duduk) di luarDapur bersama.Parkiran motor.Harga perbulan Rp 700.000 – Rp 1.000.000.Silakan janjian untuk melihat kamar.",1,Kamar Bawah,Luas kamar: 9m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi luar","Kursi, Lemari, Meja",Rp 800.000/bulan
Kost Bukit Resik 3A,"Jl. Bukit Resik No.3A, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Kost Putra,Not Fully Furnished,No,No,Yes,No,No,No,"Bangunan baru terawat. 2 lantai. Kamar mandi dalam, air hangat.",0,Standard,Luas kamar: 12m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.700.000/bulan
Kost Bukit Resik 3A,"Jl. Bukit Resik No.3A, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Kost Putra,Not Fully Furnished,No,No,Yes,No,No,No,"Bangunan baru terawat. 2 lantai. Kamar mandi dalam, air hangat.",1,Depan,Luas kamar: 12m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.900.000/bulan
SADANG GREEN KOST,"Jalan Terminal No.16A, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard Room,Luas kamar: 10m2,"1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Kamar mandi dalam","Lemari, TV",Rp 1.200.000/bulan
Kost Nadine Regol,"Jl. Kautamaan Istri No.30b, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Tipe A,"Luas kamar: 7,75m2","1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 1.500.000/bulan
Kost Residence 99,"Jl. Terusan Cigadung Timur No.99, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40191",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,"Luas kamar: 7,7m2","1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower","Kursi, Lemari, Meja",Rp 2.000.000/bulan
Jabrix Hostel,"Jl. Gatot Subroto No.423-A, Maleer, Kec. Batununggal, Kota Bandung, Jawa Barat 40274",Kost Campur,Not Fully Furnished,No,No,No,No,No,No,,0,Standar Double & Twin,Luas kamar: 10m2,"2 Tempat tidur (160x200) 2 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Lemari, Meja, Sprei, TV Kabel",Rp 1.800.000/bulan
Kost Immanuel 64,"Jl. Babakan Tarogong No.64, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,Luas kamar: 9m2,"1 Tempat tidur (100x200) 1 orang, Termasuk listrik, Kamar mandi dalam, Shower, Wastafel","Kursi, Lemari, Meja",Rp 1.200.000/bulan
Kost Pa Ferry,"Jl cijagra 3 no 9A rt3/rw2,kel cijagra, kec lengkong, Bandung, Jawa Barat",Kost Campur,Not Fully Furnished,No,No,Yes,No,No,No,"Merupakan kost 1 lantai dengan total 8 kamar yang terletak di pusat kota, tepatnya daerah jl Buah Batu Bandung, dekat dengan akses tol.",0,Standard,"Luas kamar: 10,5m2","1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower",Lemari,Rp 1.250.000/bulan
Kost Tulip,"Gg. Sukasari No.30, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,,0,Standard,"Luas kamar: 13,5m2","1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.350.000/bulan
